name
ADDHA
ADDSPL
ADDSVL
ADDVA
BF1CVT
BF1CVTL
BF2CVT
BF2CVTL
BFADD
BFCLAMP
BFCVTN
BFSUB
BFVDOT
BMOPA
BMOPS
F1CVT
F1CVTL
F2CVT
F2CVTL
FADD
FAMAX
FAMIN
FCLAMP
FCVTL
FCVTZS
FCVTZU
FRINTA
FRINTM
FRINTN
FRINTP
FSUB
FVDOTB
FVDOTT
LD1Q
RDSVL
SCLAMP
SCVTF
SEL
SQCVTN
SQCVTUN
SQRSHRN
SQRSHRUN
ST1Q
SUMOP4A
SUMOP4S
SUMOPS
SUNPK
SUTMOPA
SUVDOT
UCLAMP
UCVTF
UQCVTN
UQRSHRN
USMOP4A
USMOP4S
USMOPS
USTMOPA
USVDOT
UUNPK
