name
ADOX
RORX
SSE4_2
SSE4_1
DCA
PCID
PDCM
FMA
CNXT-ID
SSSE3
TM2
EIST
SMX
VMX
DS-CPL
MONITOR
DTES64
PCLMULQDQ
SSE3
PSE-36
CPL
RS
RC
VMASKMOVPS
VMASKMOVPD
VPMASKMOVD
VPMASKMOVQ
AAA
AAD
AAM
AAS
ADC
ADD
AND
ARPL
BOUND
BSF
BSR
BSWAP
BT
BTC
BTR
BTS
CALL
CBW
CDQ
CLC
CLD
CLI
CLTS
CMC
CMP
CMPS/CMPSB/CMPSW/CMPSD
CMPXCHG
CPUID
CWD
CWDE
DAA
DAS
DEC
DIV
HLT
IDIV
IMUL
IN
INC
INS
INT
INTO
INVD
INVLPG
INVPCID
IRET/IRETD
JCXZ/JECXZ
JMP
LAHF
LAR
LDS
LEA
LEAVE
LES
LFS
LGDT
LGS
LIDT
LLDT
LMSW
LOCK
LODS/LODSB/LODSW/LODSD
LOOP
LOOPZ/LOOPE
LOOPNZ/LOOPNE
LSL
LSS
LTR
MOV
MOVBE
MOVS/MOVSB/MOVSW/MOVSD
MOVSX
MOVZX
MUL
NEG
NOP
NOT
OR
OUT
OUTS
POP
POPA/POPAD
POPF/POPFD
PUSH
PUSHA/PUSHAD
PUSHF/PUSHFD
RCL
RCR
RDMSR
RDPMC
RDTSC
RDTSCP
RET
ROL
ROR
RSM
SAHF
SAL
SAR
SBB
SCAS/SCASB/SCASW/SCASD
SGDT
SHL
SHLD
SHR
SHRD
SIDT
SLDT
SMSW
STC
STD
STI
STOS/STOSB/STOSW/STOSD
STR
SUB
TEST
UD0
UD1
UD2
VERR
VERW
WAIT
WBINVD
WRMSR
XADD
XCHG
XLAT/XLATB
XOR
CDQE
CMPS/CMPSB/CMPSW/CMPSD/CMPSQ
CQO
ENTER
IRETO
LODS/LODSB/LODSW/LODSD/LODSQ
LOOPE
LOOPNE/LOOPNZ
MOVS/MOVSB/MOVSW/MOVSD/MOVSQ
MOVSX/MOVSXD
POPF/POPFQ
STOS/STOSB/STOSW/STOSD/STOSQ
SWAPGS
SYSCALL
SYSRET
CMPXCHG8B
CMPXCHG8B/CMPXCHG16B
EMMS
MOVD
MOVQ
PACKSSDW1
PACKSSWB1
PACKUSWB1
PADD
PADDS
PADDUS
PAND
PANDN
PCMPEQ
PCMPGT
PMADDWD
PMULHUW
PMULHW
PMULLW
POR
PSLL2
PSRA2
PSRL2
PSUB
PSUBS
PSUBUS
PUNPCKH
PUNPCKL
PXOR
XGETBV
XRSTOR
XSAVE
XSETBV
FCOMI
FXRSTOR
FXSAVE
SYSENTER
SYSEXIT
BLENDPD
BLENDPS
BLENDVPD
BLENDVPS
DPPD
DPPS
EXTRACTPS
INSERTPS
MOVNTDQA
MPSADBW
PACKUSDW
PBLENDVB
PBLENDW
PCMPEQQ
PEXTRB
PEXTRD
PEXTRQ
PEXTRW
PHMINPOSUW
PINSRB
PINSRD
PINSRQ
PMAXSB
PMAXSD
PMAXUD
PMAXUW
PMINSB
PMINSD
PMINUD
PMINUW
PMOVSXBD
PMOVSXBQ
PMOVSXBW
PMOVSXWD
PMOVSXWQ
PMOVSXDQ
