name
xvbitsel.v
xvbitseli.b
xvbitclr.b
xvbitclr.h
xvbitclr.w
xvbitclr.d
xvbitclri.b
xvbitclri.h
xvbitclri.w
xvbitclri.d
xvbitset.b
xvbitset.h
xvbitset.w
xvbitset.d
xvbitseti.b
xvbitseti.h
xvbitseti.w
xvbitseti.d
xvbitrev.b
xvbitrev.h
xvbitrev.w
xvbitrev.d
xvbitrevi.b
xvbitrevi.h
xvbitrevi.w
xvbitrevi.d
xvclo.b
xvclo.h
xvclo.w
xvclo.d
xvclz.b
xvclz.h
xvclz.w
xvclz.d
xvpcnt.b
xvpcnt.h
xvpcnt.w
xvpcnt.d
xvseteqz.v
xvsetnez.v
xvsetanyeqz.b
xvsetanyeqz.h
xvsetanyeqz.w
xvsetanyeqz.d
xvsetallnez.b
xvsetallnez.h
xvsetallnez.w
xvsetallnez.d
xvfcmp.caf.s
xvfcmp.caf.d
xvfcmp.ceq.s
xvfcmp.ceq.d
xvfcmp.cle.s
xvfcmp.cle.d
xvfcmp.clt.s
xvfcmp.clt.d
xvfcmp.cne.s
xvfcmp.cne.d
xvfcmp.cor.s
xvfcmp.cor.d
xvfcmp.cueq.s
xvfcmp.cueq.d
xvfcmp.cule.s
xvfcmp.cule.d
xvfcmp.cult.s
xvfcmp.cult.d
xvfcmp.cun.s
xvfcmp.cun.d
xvfcmp.cune.s
xvfcmp.cune.d
xvfcmp.saf.s
xvfcmp.saf.d
xvfcmp.seq.s
xvfcmp.seq.d
xvfcmp.sle.s
xvfcmp.sle.d
xvfcmp.slt.s
xvfcmp.slt.d
xvfcmp.sne.s
xvfcmp.sne.d
xvfcmp.sor.s
xvfcmp.sor.d
xvfcmp.sueq.s
xvfcmp.sueq.d
xvfcmp.sule.s
xvfcmp.sule.d
xvfcmp.sult.s
xvfcmp.sult.d
xvfcmp.sun.s
xvfcmp.sun.d
xvfcmp.sune.s
xvfcmp.sune.d
xvfadd.s
xvfadd.d
xvfdiv.s
xvfdiv.d
xvfmax.s
xvfmax.d
xvfmaxa.s
xvfmaxa.d
xvfmina.s
xvfmina.d
xvfmul.s
xvfmul.d
xvfsub.s
xvfsub.d
xvflogb.s
xvflogb.d
xvfsqrt.s
xvfsqrt.d
xvfrsqrt.s
xvfrsqrt.d
xvfrecip.s
xvfrecip.d
xvfrsqrte.s
xvfrsqrte.d
xvfrecipe.s
xvfrecipe.d
xvfcvth.d.s
xvfcvtl.d.s
xvfcvt.s.d
xvfcvth.s.h
xvfcvtl.s.h
xvfcvt.h.s
xvffinth.d.w
xvffintl.d.w
xvffint.d.l
xvffint.d.lu
xvffint.s.w
xvffint.s.wu
xvffint.s.l
xvftintl.l.s
xvftinth.l.s
xvftintrml.l.s
xvftintrmh.l.s
xvftintrpl.l.s
xvftintrph.l.s
xvftintrzl.l.s
xvftintrzh.l.s
xvftintrnel.l.s
xvftintrneh.l.s
xvftint.l.d
xvftint.w.s
xvftintrm.l.d
xvftintrm.w.s
xvftintrp.l.d
xvftintrp.w.s
xvftintrz.l.d
xvftintrz.w.s
xvftintrne.l.d
xvftintrne.w.s
xvftint.lu.d
xvftint.wu.s
xvftintrz.lu.d
xvftintrz.wu.s
xvftint.w.d
xvftintrm.w.d
xvftintrp.w.d
xvftintrz.w.d
xvftintrne.w.d
xvfclass.d
xvfclass.s
xvfrint.s
xvfrint.d
xvfrintrp.s
xvfrintrp.d
xvfrintrm.s
xvfrintrm.d
xvfrintrz.s
xvfrintrz.d
xvfrintrne.s
xvfrintrne.d
xvfmadd.d
xvfmadd.s
xvfmsub.d
xvfmsub.s
xvfnmadd.d
xvfnmadd.s
xvfnmsub.d
xvfnmsub.s
xvseq.b
xvseq.h
xvseq.w
xvseq.d
xvseqi.b
xvseqi.h
xvseqi.w
xvseqi.d
xvslt.b
xvslt.bu
xvslt.h
xvslt.hu
xvslt.w
xvslt.wu
xvslt.d
xvslt.du
xvslti.b
xvslti.bu
xvslti.h
xvslti.hu
xvslti.w
xvslti.wu
xvslti.d
xvslti.du
xvsle.b
xvsle.bu
xvsle.h
xvsle.hu
xvsle.w
xvsle.wu
xvsle.d
xvsle.du
xvslei.b
xvslei.bu
xvslei.h
xvslei.hu
xvslei.w
xvslei.wu
xvslei.d
xvslei.du
xvadd.b
xvadd.h
xvadd.w
xvadd.d
xvadd.q
xvabsd.b
xvabsd.bu
xvabsd.h
xvabsd.hu
xvabsd.w
xvabsd.wu
xvabsd.d
xvabsd.du
xvadda.b
xvadda.h
xvadda.w
xvadda.d
xvaddi.bu
xvaddi.hu
xvaddi.wu
xvaddi.du
xvaddwev.h.b
xvaddwev.h.bu
xvaddwev.h.bu.b
xvaddwev.w.h
xvaddwev.w.hu
xvaddwev.w.hu.h
xvaddwev.d.w
xvaddwev.d.wu
xvaddwev.d.wu.w
xvaddwev.q.d
xvaddwev.q.du
xvaddwev.q.du.d
xvaddwod.h.b
xvaddwod.h.bu
xvaddwod.h.bu.b
xvaddwod.w.h
xvaddwod.w.hu
xvaddwod.w.hu.h
xvaddwod.d.w
xvaddwod.d.wu
xvaddwod.d.wu.w
xvaddwod.q.d
xvaddwod.q.du
xvaddwod.q.du.d
xvavg.b
xvavg.bu
xvavg.h
xvavg.hu
xvavg.w
xvavg.wu
xvavg.d
xvavg.du
xvavgr.b
xvavgr.bu
xvavgr.h
xvavgr.hu
xvavgr.w
xvavgr.wu
xvavgr.d
xvavgr.du
xvdiv.b
xvdiv.bu
xvdiv.h
xvdiv.hu
xvdiv.w
xvdiv.wu
xvdiv.d
xvdiv.du
xvhaddw.h.b
xvhaddw.hu.bu
xvhaddw.w.h
xvhaddw.wu.hu
xvhaddw.d.w
xvhaddw.du.wu
xvhaddw.q.d
xvhaddw.qu.du
xvhsubw.h.b
xvhsubw.hu.bu
xvhsubw.w.h
xvhsubw.wu.hu
xvhsubw.d.w
xvhsubw.du.wu
xvhsubw.q.d
xvhsubw.qu.du
xvmadd.b
xvmadd.h
xvmadd.w
xvmadd.d
xvmaddwev.h.b
xvmaddwev.h.bu
xvmaddwev.h.bu.b
xvmaddwev.w.h
xvmaddwev.w.hu
xvmaddwev.w.hu.h
xvmaddwev.d.w
xvmaddwev.d.wu
xvmaddwev.d.wu.w
xvmaddwev.q.d
xvmaddwev.q.du
xvmaddwev.q.du.d
xvmaddwod.h.b
xvmaddwod.h.bu
xvmaddwod.h.bu.b
xvmaddwod.w.h
xvmaddwod.w.hu
xvmaddwod.w.hu.h
xvmaddwod.d.w
xvmaddwod.d.wu
xvmaddwod.d.wu.w
xvmaddwod.q.d
xvmaddwod.q.du
xvmaddwod.q.du.d
xvmax.b
xvmax.bu
xvmax.h
xvmax.hu
xvmax.w
xvmax.wu
xvmax.d
xvmax.du
xvmaxi.b
xvmaxi.bu
xvmaxi.h
xvmaxi.hu
xvmaxi.w
xvmaxi.wu
xvmaxi.d
xvmaxi.du
xvmin.b
xvmin.bu
xvmin.h
xvmin.hu
xvmin.w
xvmin.wu
xvmin.d
xvmin.du
xvmini.b
xvmini.bu
xvmini.h
xvmini.hu
xvmini.w
xvmini.wu
xvmini.d
xvmini.du
xvmod.b
xvmod.bu
xvmod.h
xvmod.hu
xvmod.w
xvmod.wu
xvmod.d
xvmod.du
xvmsub.b
xvmsub.h
xvmsub.w
xvmsub.d
xvmuh.b
xvmuh.bu
xvmuh.h
xvmuh.hu
xvmuh.w
xvmuh.wu
xvmuh.d
xvmuh.du
xvmul.b
xvmul.h
xvmul.w
xvmul.d
xvmulwev.h.b
xvmulwev.h.bu
xvmulwev.h.bu.b
xvmulwev.w.h
xvmulwev.w.hu
xvmulwev.w.hu.h
xvmulwev.d.w
xvmulwev.d.wu
xvmulwev.d.wu.w
xvmulwev.q.d
xvmulwev.q.du
xvmulwev.q.du.d
xvmulwod.h.b
xvmulwod.h.bu
xvmulwod.h.bu.b
xvmulwod.w.h
xvmulwod.w.hu
xvmulwod.w.hu.h
xvmulwod.d.w
xvmulwod.d.wu
xvmulwod.d.wu.w
xvmulwod.q.d
xvmulwod.q.du
xvmulwod.q.du.d
xvneg.b
xvneg.h
xvneg.w
xvneg.d
xvsadd.b
xvsadd.bu
xvsadd.h
xvsadd.hu
xvsadd.w
xvsadd.wu
xvsadd.d
xvsadd.du
xvssub.b
xvssub.bu
xvssub.h
xvssub.hu
xvssub.w
xvssub.wu
